iter	Logloss
145	0.1396336777
146	0.1393314724
147	0.138791671
148	0.1384187067
149	0.1380229413
150	0.1376563243
151	0.1373339751
152	0.1369358077
153	0.1365785548
154	0.1362601045
155	0.1358349006
156	0.1354045215
157	0.1350410955
158	0.1346837497
159	0.1344297576
160	0.1339113881
161	0.1335215753
162	0.1331156219
163	0.1327745561
164	0.1324152377
165	0.1320293818
166	0.1317119874
167	0.1314650387
168	0.1310946504
169	0.1308036427
170	0.1304302027
171	0.1302379536
172	0.1300508796
173	0.1296492544
174	0.1292241898
175	0.1289955052
176	0.1287192457
177	0.1283029767
178	0.1279889125
179	0.1277245931
180	0.1274057018
181	0.1271651932
182	0.1268541807
183	0.1265513953
184	0.1263505247
185	0.1259775256
186	0.1256227094
187	0.1252456723
188	0.1249800998
189	0.124713158
190	0.1244281841
191	0.1241526092
192	0.1238978513
193	0.12367592
194	0.1233311294
195	0.1230665316
196	0.1227944262
197	0.1223622833
198	0.1220904564
199	0.1218203701
200	0.1215415113
201	0.1212759852
202	0.1210678507
203	0.1207039257
204	0.1204658653
205	0.1202969743
206	0.119901615
207	0.1196331648
208	0.1194689384
209	0.119159156
210	0.1190131474
211	0.1188448366
212	0.1185413665
213	0.1183028188
214	0.1180406346
215	0.1177353776
216	0.1175458901
217	0.117239171
218	0.1169790522
219	0.1167350044
220	0.1165606249
221	0.1162275539
222	0.116002304
223	0.1157530114
224	0.1154541712
225	0.1152753243
226	0.1150433326
227	0.1148322508
228	0.1145377968
229	0.1143304281
230	0.1140790236
231	0.1139463243
232	0.1136241492
233	0.1133123478
234	0.1131128115
235	0.1128264569
236	0.1126021817
237	0.1124030748
238	0.1121025056
239	0.1118632734
240	0.1115599658
241	0.1113697937
242	0.1111068203
243	0.1107660214
244	0.1105391702
245	0.1103098358
246	0.1100510514
247	0.1098221115
248	0.1096471402
249	0.109347012
250	0.1089575938
251	0.1087122464
252	0.1084534968
253	0.1082890384
254	0.1080290588
255	0.1077795341
256	0.1076110608
257	0.1075096682
258	0.107226725
259	0.1069732898
260	0.1067910082
261	0.1065898243
262	0.106431713
263	0.106240369
264	0.1060210601
265	0.1057899852
266	0.1056238675
267	0.1053443358
268	0.1051032237
269	0.1049017032
270	0.1047629005
271	0.1045199666
272	0.1043768357
273	0.1041805601
274	0.1039403415
275	0.1038269275
276	0.1035989275
277	0.1033423478
278	0.1030726908
279	0.1028749763
280	0.1027150665
281	0.102555412
282	0.1023685818
283	0.1020671308
284	0.101844747
285	0.1016671416
286	0.1014437367
287	0.1012387236
288	0.1011109443
289	0.1008974489
290	0.1006963345
291	0.1004639136
292	0.1002281972
293	0.1000604318
294	0.0998817937
295	0.09964625137
296	0.09953718874
297	0.09936251912
298	0.09914729477
299	0.09895117002
300	0.09877742869
301	0.09855454594
302	0.09837771804
303	0.09807818163
304	0.09790426624
305	0.0977285639
306	0.09753235792
307	0.09734788322
308	0.09719383907
309	0.09705041225
310	0.0968899861
311	0.09667179122
312	0.09639350688
313	0.09626633097
314	0.09605342154
315	0.09593997854
316	0.09582951767
317	0.09570260284
318	0.09552206757
319	0.09529199056
320	0.09510916938
321	0.09492494997
322	0.09480553689
323	0.09464928805
324	0.0945605724
325	0.09437418891
326	0.09418957496
327	0.09386354164
328	0.09368512984
329	0.09353010518
330	0.09336387721
331	0.09313486774
332	0.09289841452
333	0.09280830644
334	0.09262544465
335	0.09238013786
336	0.09219687574
337	0.09203570696
338	0.09187571014
339	0.09169878361
340	0.09154811613
341	0.09141815534
342	0.0912485449
343	0.09108998114
344	0.09090844216
345	0.09076131378
346	0.0906568752
347	0.09047889855
348	0.09034986605
349	0.09025218659
350	0.09002657698
351	0.08986747945
352	0.08966940528
353	0.0894951708
354	0.08932329185
355	0.08916303395
356	0.08903916508
357	0.08884613849
358	0.08869970053
359	0.08858567735
360	0.08845550769
361	0.08833507349
362	0.08820822828
363	0.08802310378
364	0.08789903184
365	0.087756162
366	0.08759365299
367	0.08741948233
368	0.08730154291
369	0.0870584118
370	0.08695998971
371	0.08683960193
372	0.08670275438
373	0.08653015021
374	0.0864319892
375	0.0863016687
376	0.08613903205
377	0.08598043347
378	0.08587817058
379	0.0857351731
380	0.08558116956
381	0.0854665894
382	0.08536321256
383	0.08517988662
384	0.08501057208
385	0.08494206998
386	0.08481349002
387	0.08468865804
388	0.08451109331
389	0.08436669759
390	0.08420109622
391	0.0840063639
392	0.08383313313
393	0.08363721724
394	0.08349287954
395	0.08330008503
396	0.08315888612
397	0.08301352729
398	0.08292993466
399	0.08274343512
400	0.08261542955
401	0.08253548626
402	0.0823683474
403	0.08226615413
404	0.08217648118
405	0.08209041697
406	0.08202573827
407	0.08182169983
408	0.0816689727
409	0.08155643478
410	0.08146382611
411	0.0813073568
412	0.08120344619
413	0.08108329048
414	0.08097810346
415	0.08088221097
416	0.08075429242
417	0.08057730787
418	0.08047612411
419	0.08036344115
420	0.08023096817
421	0.08014044816
422	0.07999389416
423	0.07990565427
424	0.0798280027
425	0.07974269852
426	0.07965730732
427	0.07950608286
428	0.07933650724
429	0.07913159273
430	0.07899338175
431	0.07886376907
432	0.07876632168
433	0.07861403549
434	0.07853177727
435	0.0784563652
436	0.07832274926
437	0.07816444078
438	0.07807630532
439	0.07793130041
440	0.07779729575
441	0.07763843609
442	0.07752038644
443	0.07740846351
444	0.07732317674
445	0.07724017589
446	0.07709202059
447	0.07699929589
448	0.07689445699
449	0.07680717439
450	0.07669865133
451	0.07653612492
452	0.07638911838
453	0.07626113021
454	0.07609036522
455	0.07599958413
456	0.07589878329
457	0.07571351954
458	0.07558763163
459	0.07547745505
460	0.07538857696
461	0.07527715299
462	0.07508195072
463	0.0749904386
464	0.07492415279
465	0.0748349498
466	0.07473240261
467	0.07460481477
468	0.07445828398
469	0.07439482366
470	0.07429123215
471	0.07409358732
472	0.07402593228
473	0.07394966154
474	0.07379431199
475	0.07365907734
476	0.07359613339
477	0.07346249424
478	0.07340283412
479	0.07332078477
480	0.07325227106
481	0.07305464364
482	0.07294373603
483	0.07287537317
484	0.07279955498
485	0.0727212536
486	0.07267967195
487	0.07250206081
488	0.07231346682
489	0.07226270088
490	0.07212764609
491	0.072012654
492	0.07193224077
493	0.07187011487
494	0.07174751079
495	0.07166236906
496	0.07159183053
497	0.07145296974
498	0.07132110016
499	0.07117128553
500	0.07107498691
501	0.07096641744
502	0.07087690694
503	0.07082871702
504	0.07067995253
505	0.07060632742
506	0.07050912371
507	0.07045582818
508	0.07038407706
509	0.07023981479
510	0.07016484366
511	0.07008051999
512	0.06989381159
513	0.0697520673
514	0.06968096599
515	0.069591148
516	0.06954657841
517	0.06946939099
518	0.0693633453
519	0.0693117091
520	0.06918155104
521	0.06908416748
522	0.06895554691
523	0.06884253324
524	0.06873896494
525	0.06861173681
526	0.0684944646
527	0.06833927169
528	0.06830215164
529	0.068204536
530	0.06812053724
531	0.06802665217
532	0.06792615303
533	0.06782463277
534	0.06771533807
535	0.0676338747
536	0.06758264462
537	0.06750047343
538	0.06741448464
539	0.06734118443
540	0.06726193736
541	0.06720695931
542	0.06707466619
543	0.06702164334
544	0.06687109189
545	0.06677768258
546	0.06672343555
547	0.06658568872
548	0.06644484951
549	0.06631848585
550	0.06620611038
551	0.06612410745
552	0.06601397728
553	0.06589143122
554	0.06576330961
555	0.06565983413
556	0.06560729284
557	0.0655239903
558	0.06546821159
559	0.06537707659
560	0.06532662975
561	0.06516516508
562	0.0651177758
563	0.06505123472
564	0.06497011366
565	0.06488758856
566	0.06480158237
567	0.06465923469
568	0.06452265982
569	0.06441370163
570	0.06426982227
571	0.06421053346
572	0.06408577691
573	0.06396671194
574	0.0638318254
575	0.06376516248
576	0.06370728931
577	0.06359736221
578	0.06354546493
579	0.06350949944
580	0.0634679468
581	0.06336364166
582	0.06328637881
583	0.06315401607
584	0.06307355641
585	0.06296920486
586	0.06292146748
587	0.06279929854
588	0.06266916949
589	0.06259265508
590	0.06248609884
591	0.06239843332
592	0.06235703153
593	0.06224549732
594	0.06220136287
595	0.06207683839
596	0.06197550378
597	0.06187663495
598	0.06177953568
599	0.0616594844
600	0.06161629564
601	0.06156016303
602	0.06151313347
603	0.06139967886
604	0.06132990036
605	0.0611627557
606	0.06111803526
607	0.06104389959
608	0.06097249078
609	0.06090163314
610	0.06086251727
611	0.06080927976
612	0.0607504841
613	0.06063728478
614	0.06050734719
615	0.06043672743
616	0.06035611113
617	0.06025809516
618	0.06020522317
619	0.06013800907
620	0.06002462989
621	0.05993867591
622	0.05985673099
623	0.0597739158
624	0.05965418362
625	0.0595591498
626	0.0595228362
627	0.05947526707
628	0.0593867893
629	0.0592771697
630	0.05921798532
631	0.05917129227
632	0.05906867546
633	0.05901652869
634	0.05891665615
635	0.05888089952
636	0.05880475062
637	0.05876342425
638	0.05872328726
639	0.05866483391
640	0.05859480013
641	0.05849344812
642	0.05842102979
643	0.05830054918
644	0.05823165836
645	0.0581301497
646	0.05803387428
647	0.05797632022
648	0.05791594067
649	0.05780150555
650	0.05775239314
651	0.05762974264
652	0.05757311107
653	0.0575094999
654	0.05744493724
655	0.05734261052
656	0.057300176
657	0.05720861167
658	0.05710982406
659	0.05701971598
660	0.0569716537
661	0.05693786389
662	0.0568955338
663	0.05685038403
664	0.05679639229
665	0.05672096862
666	0.05661252098
667	0.05652489028
668	0.05648331443
669	0.05645599365
670	0.05639227225
671	0.05633621506
672	0.05624100718
673	0.05614441846
674	0.05604094879
675	0.05596779363
676	0.0559221507
677	0.05586879716
678	0.05582333989
679	0.05569519507
680	0.05560541769
681	0.05555484902
682	0.05552338575
683	0.05548353884
684	0.05536095217
685	0.05531780983
686	0.05522839796
687	0.05518961279
688	0.05514633121
689	0.05504324445
690	0.05500976795
691	0.05494992796
692	0.05484348776
693	0.05480582234
694	0.05471462931
695	0.05467224121
696	0.05457444572
697	0.05451356141
698	0.05442525769
699	0.05438072872
700	0.05431545823
701	0.05427275103
702	0.05418671002
703	0.05414196638
704	0.05405254872
705	0.05395782819
706	0.0538944607
707	0.05384104914
708	0.05381668149
709	0.05377252963
710	0.05368647702
711	0.05365096988
712	0.05361430817
713	0.05353280419
714	0.05348904686
715	0.0534499832
716	0.05338800234
717	0.05334957688
718	0.05328919153
719	0.05325094593
720	0.0531957242
721	0.05316803211
722	0.05312607914
723	0.05303078423
724	0.05294876389
725	0.05288904574
726	0.05284759173
727	0.05279065266
728	0.05271934828
729	0.05264380858
730	0.05256858216
731	0.05252845677
732	0.05244419112
733	0.05237588629
734	0.05232395999
735	0.05224326246
736	0.05218378219
737	0.0521105284
738	0.05208126402
739	0.05201341752
740	0.05191077751
741	0.05186434554
742	0.0518253631
743	0.05176148505
744	0.05168042781
745	0.0516491676
746	0.05157003076
747	0.05153570139
748	0.05150599607
749	0.05146488436
750	0.05140271785
751	0.05132949307
752	0.05128801585
753	0.05119932922
754	0.05116951366
755	0.05113282875
756	0.05110397629
757	0.0510154347
758	0.05091992512
759	0.05084404891
760	0.05080152736
761	0.05073094821
762	0.05060490945
763	0.05053542105
764	0.05047102083
765	0.05043875691
766	0.05039369997
767	0.05031290381
768	0.05028399913
769	0.05021723758
770	0.0501395628
771	0.05010055136
772	0.05007255757
773	0.05003158511
774	0.04997234852
775	0.04988094083
776	0.04980817439
777	0.04974452842
778	0.04968950975
779	0.04962620028
780	0.049539904
781	0.04951663289
782	0.04948979947
783	0.0494261767
784	0.04938702601
785	0.04932862488
786	0.04928768724
787	0.04922031069
788	0.0491598035
789	0.04911830888
790	0.0490785432
791	0.04899612253
792	0.0489692601
793	0.04894338397
794	0.04887132536
795	0.04881324913
796	0.04875365863
797	0.04869911571
798	0.04866527949
799	0.04863962964
800	0.04857178024
801	0.04850271827
802	0.04844701209
803	0.04835373621
804	0.04828307873
805	0.04821744273
806	0.04815004298
807	0.04810895448
808	0.04808666099
809	0.04803556725
810	0.04797078412
811	0.04789800898
812	0.047816505
813	0.04777944006
814	0.04773811659
815	0.04769127269
816	0.04757992124
817	0.0475271943
818	0.04748275235
819	0.04744680717
820	0.04741747026
821	0.04739739306
822	0.04732022884
823	0.04725687875
824	0.04720147717
825	0.04717668309
826	0.04712869042
827	0.04707067801
828	0.04703100516
829	0.04696225068
830	0.04693829787
831	0.04691060287
832	0.04685181592
833	0.04681529926
834	0.04678365033
835	0.04670974093
836	0.04664216712
837	0.0465745353
838	0.04653062131
839	0.0464964979
840	0.04647630467
841	0.04641952225
842	0.04636724494
843	0.04632586925
844	0.04630557448
845	0.04623429911
846	0.04617298257
847	0.04615030615
848	0.0460886676
849	0.04605274853
850	0.04597078911
851	0.04593323682
852	0.04591371369
853	0.04582552312
854	0.04580362994
855	0.0457553704
856	0.04569784244
857	0.04567212007
858	0.04562817708
859	0.04557858021
860	0.04547451875
861	0.04543249326
862	0.04536304546
863	0.0453268508
864	0.0452436933
865	0.04519406453
866	0.04516117401
867	0.04510783496
868	0.04505295844
869	0.04499878104
870	0.04494081795
871	0.04488883363
872	0.04483508556
873	0.04480958656
874	0.04477154402
875	0.04468437166
876	0.04464982181
877	0.04458887369
878	0.0445181988
879	0.04444863787
880	0.04437654444
881	0.0443286098
882	0.04430515014
883	0.04424813274
884	0.04414929292
885	0.04411243395
886	0.04407664542
887	0.04400447077
888	0.04398182916
889	0.04396014776
890	0.04391383182
891	0.04379675397
892	0.04373483984
893	0.04368533
894	0.04363500211
895	0.0436050154
896	0.04357261513
897	0.04351975474
898	0.04348188045
899	0.04341846074
900	0.04338857556
901	0.04329003744
902	0.04321342729
903	0.04314798565
904	0.04305598618
905	0.04298616126
906	0.04292230352
907	0.04286314816
908	0.04275376062
909	0.04273562123
910	0.0427179953
911	0.04261176976
912	0.04256258482
913	0.04246111388
914	0.0424439985
915	0.04235833172
916	0.04233643564
917	0.04228113559
918	0.04221651491
919	0.0421664684
920	0.04208414636
921	0.04204612123
922	0.04199021488
923	0.04195138329
924	0.0419204886
925	0.04189635302
926	0.0418803487
927	0.04182310503
928	0.04176377561
929	0.04170599818
930	0.04166629052
931	0.04163260804
932	0.04157605189
933	0.04153544205
934	0.04149056206
935	0.04143131387
936	0.04136180805
937	0.04133637577
938	0.04128141222
939	0.04123014733
940	0.0411701449
941	0.04114776727
942	0.04111771384
943	0.04106402379
944	0.04101477213
945	0.0409614592
946	0.04091661693
947	0.04085897583
948	0.04082505259
949	0.04079050564
950	0.04075026131
951	0.04073502573
952	0.04071578689
953	0.04069599688
954	0.04065100376
955	0.04059202245
956	0.04056746334
957	0.04049610675
958	0.04043023287
959	0.04039350734
960	0.04032474996
961	0.04027719534
962	0.04018457217
963	0.04016113281
964	0.04012838153
965	0.04010224723
966	0.04003613258
967	0.03998835749
968	0.03995982993
969	0.03992208619
970	0.03991391142
971	0.03989962444
972	0.03982658821
973	0.03981340648
974	0.03978309486
975	0.03975519391
976	0.03970408276
977	0.03967816603
978	0.03965167782
979	0.03959921485
980	0.039573887
981	0.03952338795
982	0.03949635147
983	0.03947253209
984	0.0394139337
985	0.03937727779
986	0.03935947491
987	0.03933243262
988	0.03928758745
989	0.03925759783
990	0.03920334501
991	0.03917152782
992	0.03912467231
993	0.03911232604
994	0.0390048328
995	0.03891987674
996	0.03889151163
997	0.03883608394
998	0.03879373645
999	0.03876039918
